"","bird_year","ID","UTM.X.1","UTM.Y.1","Ano","Encontrado","speciesOri","speciesComp","UTC_date","TERRITORY","Year","UTM_X","UTM_Y","Tree","atck_distance","juliano","Naci","dias_desde","Destruction","location"
"142","OUTM_2022","PAS.M-22.08.14-VL-1",527587,4673201,2022,"SI","VL","VL","14/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",7426.353075,225,176,49,"Destroyed","Subterranean"
"143","OUTM_2022","PAS.M-22.08.15-VL-1",524503,4669222,2022,"SI","VL","VL","15/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",2586.56703,226,176,50,"Destroyed","Aerial"
"144","OUTM_2022","PAS.M-22.07.29-VL-1",524932,4667355,2022,"SI","VL","VL","29/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",2885.004853,209,176,33,"Destroyed","Subterranean"
"145","OUTM_2022","PAS.M-22.07.17-VL-1",526064.991,4669776.961,2022,"NO","VL","VL","17/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",4239.988408,197,176,21,NA,""
"146","OUTM_2022","PAS.M-22.08.13-VL-1",523793,4667592,2022,"SI","VL","VL","13/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",1726.287635,224,176,48,"Destroyed","Subterranean"
"147","OUTM_2022","PAS.M-22.07.20-VL-4",526020,4670274,2022,"SI","VL","VL","20/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",4416.445856,200,176,24,"Destroyed","Subterranean"
"148","OUTM_2022","PAS.M-22.08.11-VL-1",527213,4672714,2022,"SI","VL","VL","11/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",6821.458275,222,176,46,"Destroyed","Subterranean"
"149","OUTM_2022","PAS.M-22.08.09-VL-1",521284,4669040,2022,"SI","VL","VL","09/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",1254.611494,220,176,44,"Destroyed","Subterranean"
"150","OUTM_2022","PAS.M-22.07.16-VL-1",522315,4668738,2022,"SI","VL","VL","16/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",621.9332762,196,176,20,"Destroyed","Subterranean"
"151","OUTM_2022","PAS.M-22.08.12-VL-1",525914,4668188,2022,"SI","VL","VL","12/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",3759.345954,223,176,47,"Destroyed","Subterranean"
"152","OUTM_2022","PAS.M-22.07.14-VL-1",523159,4666761,2022,"SI","VL","VL","14/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",1703.347293,194,176,18,"Destroyed","Subterranean"
"153","OUTM_2022","PAS.M.22.07.20-VL-2",525048.965,4668166.951,2022,"NO","VL","VL","20/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",2894.119984,200,176,24,NA,""
"154","OUTM_2022","PAS.M-22.07.17-VL-3",525551,4670316,2022,"SI","VL","VL","17/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",4034.954399,197,176,21,"Destroyed","Aerial"
"155","OUTM_2022","PAS.M-22.08.13-VL-2",526517,4670622,2022,"SI","VL","VL","13/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",5020.186152,224,176,48,"Partially destroyed","Aerial"
"156","OUTM_2022","PAS.M-22.07.20-VL-3",523613,4670236,2022,"SI","VL","VL","20/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",2555.692665,200,176,24,"Destroyed","Subterranean"
"157","OUTM_2022","PAS.M-22.07.17-VL-2",525975.969,4669797.951,2022,"NO","VL","VL","17/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",4166.360801,197,176,21,NA,""
"158","OUTM_2022","PAS.M-22.07.16-VL-2",522313,4668491.971,2022,"NO","VL","VL","16/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",388.5465363,196,176,20,NA,""
"159","OUTM_2022","PAS.M-22.07.27-VL-1",527224,4670052,2022,"SI","VL","VL","27/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",5418.670132,207,176,31,"Almost intact","Subterranean"
"160","OUTM_2022","PAS.M-22.08.01-VL-2.1",522067.763,4669098.108,2022,"NO","VL","VL","01/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",965.0590043,212,176,36,NA,""
"161","OUTM_2022","PAS.M-22.07.13-VL-2",525135.026,4668239.984,2022,"NO","VL","VL","13/07/2022","Pasaxe",2022,522155,4668137,"E.globulus",2981.804934,193,176,17,NA,""
"162","OUTM_2022","PAS.M-22.08.21-VL-1.1",523573.66,4668659.96,2022,"NO","VL","VL","21/08/2022","Pasaxe",2022,522155,4668137,"E.globulus",1511.979946,232,176,56,NA,""
"163","RIOH_2021","RTR.H-21.07.31-VL-1",523958,4689789,2021,"SI","VL","VL","31/07/2021","RioTruchas",2021,523955,4689905,"E.globulus",116.0387866,211,180,31,"Destroyed","Subterranean"
"164","RIOH_2021","RTR.H_21.08.04_VL_1.3",522295,4689989,2021,"NO","VL","VL","04/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",1662.123942,215,180,35,NA,""
"165","RIOH_2021","RTR.H-21.08.09-VL-1.1",522257,4690199,2021,"SI","VL","VL","09/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",1723.264344,220,180,40,"Destroyed","Aerial"
"166","RIOH_2021","RTR.H_21.08.04_VL_1.1",522303,4690007,2021,"NO","VL","VL","04/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",1655.145915,215,180,35,NA,""
"167","RIOH_2021","DES.A-21.08.23-VL-1",526083,4688993,2021,"SI","VL","VL","23/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",2315.195024,234,180,54,"Destroyed","Subterranean"
"168","RIOH_2021","DES.A-21.08.14-VL-1",523167,4687001,2021,"SI","VL","VL","14/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",3009.013127,225,180,45,"Destroyed","Subterranean"
"169","RIOH_2021","DES.A-21.08.19-VL-1",522947,4690518,2021,"SI","VL","VL","19/08/2021","RioTruchas",2021,523955,4689905,"E.globulus",1179.759721,230,180,50,"Destroyed","Aerial"
"170","SEIM_2022","SEI.M-22.07.28-VL-1",522476,4689445,2022,"SI","VL","VL","28/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",1670.193402,208,175,33,"Destroyed","Subterranean"
"171","SEIM_2022","SEI.M-22.07.15-VL-1",523304,4691028,2022,"SI","VL","VL","15/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",542.5541448,195,175,20,"Destroyed","Subterranean"
"172","SEIM_2022","DES.A-22.09.03-VL-1",527993,4695853,2022,"SI","VL","VL","03/09/2022","Seixo",2022,522765,4691090,"A.glutinosa",7072.351306,245,175,70,"Destroyed","Subterranean"
"173","SEIM_2022","SEI.M-22.07.15-VL-2.1",523192.196,4690624.941,2022,"NO","VL","VL","15/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",631.487368,195,175,20,NA,""
"174","SEIM_2022","SEI.M-22.07.21-VL-1.1",524069.615,4689547.065,2022,"NO","VL","VL","21/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",2020.561484,201,175,26,NA,""
"175","SEIM_2022","SEI.M-22.07.24-VL-1.1",522796.259,4690309.96,2022,"NO","VL","VL","24/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",780.6660789,204,175,29,NA,""
"176","SEIM_2022","SEI.M-22.07.16-VL-1",523382,4688476,2022,"SI","VL","VL","16/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",2685.830412,196,175,21,"Destroyed","Subterranean"
"177","SEIM_2022","SEI.M-22.07.14-VL-1",523627.012,4689606.961,2022,"NO","VL","VL","14/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",1715.36275,194,175,19,NA,""
"178","SEIM_2022","SEI.M-22.08.02-VL-1",523156,4689896,2022,"SI","VL","VL","02/08/2022","Seixo",2022,522765,4691090,"A.glutinosa",1256.390465,213,175,38,"Destroyed","Subterranean"
"179","SEIM_2022","SEI.M-22.07.25-VL-1.1",522738.591,4690318.544,2022,"NO","VL","VL","25/07/2022","Seixo",2022,522765,4691090,"A.glutinosa",771.907893,205,175,30,NA,""
"180","TANH_2021","TAN.H_21.07.14_VL_4",517274,4701371,2021,"NO","VL","VL","14/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1140.296453,194,169,25,NA,""
"181","TANH_2021","TAN.H_21.07.11_VL_1",518120,4700882,2021,"NO","VL","VL","11/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1823.743677,191,169,22,NA,""
"182","TANM_2021","TAN.M_21.08.04_VL_1.1",516888,4702595,2021,"NO","VL","VL","04/08/2021","Tanoira",2021,517300,4702511,"E.globulus",420.4759208,215,169,46,NA,""
"183","TANM_2021","TAN.M-21.08.22-NS-1.2",516121,4702282,2021,"SI","NS","VL","22/08/2021","Tanoira",2021,517300,4702511,"E.globulus",1201.033721,233,169,64,"Destroyed","Subterranean"
"184","TANM_2021","TAN.M-21.08.25-NP-2",517781,4701099,2021,"SI","NP","VL","25/08/2021","Tanoira",2021,517300,4702511,"E.globulus",1491.678585,236,169,67,"Destroyed","Subterranean"
"185","TANM_2021","TAN.M-21.07.12-VL-1",517624,4705255,2021,"SI","VL","VL","12/07/2021","Tanoira",2021,517300,4702511,"E.globulus",2763.06207,192,169,23,"Destroyed","Subterranean"
"186","TANM_2021","TAN.M-21.07.12-VL-3",518680,4702067,2021,"SI","VL","VL","12/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1449.667548,192,169,23,"Destroyed","Subterranean"
"187","TANM_2021","TAN.M_21.07.11_VL_1",518790,4701628,2021,"NO","VL","VL","11/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1731.989896,191,169,22,NA,""
"188","TANM_2021","TAN.M-21.07.15-VL-1",511420,4704223,2021,"SI","VL","VL","15/07/2021","Tanoira",2021,517300,4702511,"E.globulus",6124.160677,195,169,26,"Destroyed","Aerial"
"189","TANM_2021","TAN.M_21.07.23_VL_3",515583,4700804,2021,"NO","VL","VL","23/07/2021","Tanoira",2021,517300,4702511,"E.globulus",2421.143945,203,169,34,NA,""
"190","TANM_2021","TAN.M_21.07.21_VL_1",515647,4701491,2021,"NO","VL","VL","21/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1942.372004,201,169,32,NA,""
"191","TANM_2021","TAN.M_21.07.29_VL_1",514425,4703851,2021,"NO","VL","VL","29/07/2021","Tanoira",2021,517300,4702511,"E.globulus",3171.943411,209,169,40,NA,""
"192","TANM_2021","TAN.M_21.07.28_VL_1",517432,4700966,2021,"NO","VL","VL","28/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1550.628582,208,169,39,NA,""
"193","TANM_2021","TAN.M_21.08.07_VL_1.1",518103,4701767,2021,"NO","VL","VL","07/08/2021","Tanoira",2021,517300,4702511,"E.globulus",1094.689454,218,169,49,NA,""
"194","TANM_2021","TAN.M_21.07.24_VL_1.2",512885,4704830,2021,"NO","VL","VL","24/07/2021","Tanoira",2021,517300,4702511,"E.globulus",4986.981652,204,169,35,NA,""
"195","TANM_2021","TAN.M_21.07.31_VL_1",515841,4705788,2021,"NO","VL","VL","31/07/2021","Tanoira",2021,517300,4702511,"E.globulus",3587.117227,211,169,42,NA,""
"196","TANM_2021","TAN.M_21.07.30_VL_1",518568,4702208,2021,"NO","VL","VL","30/07/2021","Tanoira",2021,517300,4702511,"E.globulus",1303.699735,210,169,41,NA,""
"197","TANM_2021","TAN.M_21.07.12_VL_2.1",516510,4699942,2021,"NO","VL","VL","12/07/2021","Tanoira",2021,517300,4702511,"E.globulus",2687.72413,192,169,23,NA,""
"198","TANM_2021","TAN.M_21.07.25_VL_1",514425,4703851,2021,"NO","VL","VL","25/07/2021","Tanoira",2021,517300,4702511,"E.globulus",3171.943411,205,169,36,NA,""
"199","TANM_2021","TAN.M-21.08.15-VL-1",515600,4704688,2021,"SI","VL","VL","15/08/2021","Tanoira",2021,517300,4702511,"E.globulus",2762.124002,226,169,57,"Partially destroyed","Subterranean"
"200","TANM_2021","TAN.M_21.07.24_VL_1.1",512963,4704854,2021,"NO","VL","VL","24/07/2021","Tanoira",2021,517300,4702511,"E.globulus",4929.423699,204,169,35,NA,""
"201","TANM_2021","TAN.M_21.07.27_VL_1",512291,4704127,2021,"NO","VL","VL","27/07/2021","Tanoira",2021,517300,4702511,"E.globulus",5263.224962,207,169,38,NA,""
"202","TANM_2021","TAN.M_21.07.29_VL_1",514405,4703871,2021,"NO","VL","VL","29/07/2021","Tanoira",2021,517300,4702511,"E.globulus",3198.534821,209,169,40,NA,""
"203","TANM_2022","PIC.M-22.07.02-NS-1",518261,4701117,2022,"SI","NS","VL","02/07/2022","Picon",2022,517900,4700915,"E.globulus",413.6725758,182,170,12,"Destroyed","Subterranean"
"204","TANM_2022","PIC.M-22.07.04-NS-1",516774,4698578,2022,"SI","NS","VL","04/07/2022","Picon",2022,517900,4700915,"E.globulus",2594.117384,184,170,14,"Partially destroyed","Subterranean"
"205","TANM_2022","PIC.M-22.07.22-VL-1",518837,4701448,2022,"SI","VL","VL","22/07/2022","Picon",2022,517900,4700915,"E.globulus",1077.987941,202,170,32,"Destroyed","Subterranean"
"206","TANM_2022","PIC.M-22.06.30-NS-1",517022,4700486,2022,"SI","NS","VL","30/06/2022","Picon",2022,517900,4700915,"E.globulus",977.2026402,180,170,10,"Destroyed","Subterranean"
