"","Ave","Nombre_Nido","Distancia_Trampa","Fecha Instalacion","Orientacion Trampa","Horas totales de exposicion","Vespa velutina","Vespula vulgaris","Vespula germanica","Vespula","Periodo","TCVL","TCVP","TCV","Ano"
"69","Abejero","Pedragrande",1000,"2020-08-13","NO",200.75000,12,6,0,6,"3",0.0597758405977583,0.0298879202988792,0.0896637608966375,2020
"70","Abejero","Pedragrande",1000,"2020-08-13","S",192.00000,21,38,0,38,"3",0.109375,0.197916666666667,0.307291666666667,2020
"71","Abejero","Picon Bajo",0,"2020-08-14","Nido",202.50000,26,62,0,62,"3",0.128395061728395,0.306172839506173,0.434567901234568,2020
"72","Abejero","Picon Bajo",500,"2020-08-14","NE",202.50000,45,21,1,22,"3",0.222222222222222,0.108641975308642,0.330864197530864,2020
"73","Abejero","Picon Bajo",500,"2020-08-14","NO",201.63333,114,8,1,9,"3",0.5653827078856,0.0446354769383368,0.610018184823937,2020
"74","Abejero","Picon Bajo",500,"2020-08-14","S",202.10000,63,28,11,39,"3",0.311726867887185,0.192973775358734,0.504700643245919,2020
"75","Abejero","Picon Bajo",1000,"2020-08-14","N",201.78333,80,12,0,12,"3",0.396464855042537,0.0594697282563805,0.455934583298918,2020
"76","Abejero","Picon Bajo",1000,"2020-08-14","SE",203.11667,101,15,7,22,"3",0.49725116927874,0.108312135882498,0.605563305161238,2020
"77","Abejero","Picon Bajo",1000,"2020-08-14","SO",201.43333,34,34,0,34,"3",0.168790335925865,0.168790335925865,0.33758067185173,2020
"78","Abejero","San Cosme",0,"2020-08-13","Nido",203.30000,23,6,0,6,"3",0.113133300541072,0.029513034923758,0.14264633546483,2020
"79","Abejero","San Cosme",500,"2020-08-13","NE",202.00000,72,25,0,25,"3",0.356435643564357,0.123762376237624,0.480198019801981,2020
"80","Abejero","San Cosme",500,"2020-08-13","NO",201.50000,70,23,2,25,"3",0.347394540942928,0.124069478908188,0.471464019851116,2020
"81","Abejero","San Cosme",500,"2020-08-13","S",202.51667,37,6,0,6,"3",0.182701012262365,0.0296271911776809,0.212328203440046,2020
"82","Abejero","San Cosme",1000,"2020-08-13","N",201.83333,49,12,0,12,"3",0.242774566473988,0.0594549958711808,0.302229562345169,2020
"83","Abejero","San Cosme",1000,"2020-08-13","SE",202.91667,75,18,0,18,"3",0.369609856262834,0.08870636550308,0.458316221765914,2020
"84","Abejero","San Cosme",1000,"2020-08-13","SO",201.05000,104,10,0,10,"3",0.517284257647352,0.04973887092763,0.567023128574981,2020
"85","Abejero","Carballo",0,"2021-07-10","Nido",157.71667,36,13,0,13,"1",0.228257423650005,0.0824262918736129,0.310683715523618,2021
"86","Abejero","Carballo",500,"2021-07-10","S",157.43333,42,29,2,31,"1",0.266779589244124,0.196908744442092,0.463688333686216,2021
"87","Abejero","Carballo",500,"2021-07-10","SO",158.03333,39,6,0,6,"1",0.246783379033959,0.0379666736975322,0.284750052731492,2021
"88","Abejero","Carballo",1000,"2021-07-10","NO",158.43333,39,21,0,21,"1",0.246160319798022,0.132547864506627,0.37870818430465,2021
"89","Abejero","Carballo",1000,"2021-07-10","O",158.28333,63,13,0,13,"1",0.398020427503422,0.0821311993261029,0.480151626829525,2021
"90","Abejero","Carballo",1000,"2021-07-10","SE",157.15000,39,41,0,41,"1",0.248170537702831,0.260897231944002,0.509067769646833,2021
"91","Abejero","Carballo",1000,"2021-07-10","SO",158.81667,70,24,2,26,"1",0.440759785916676,0.163710777626194,0.604470563542869,2021
"92","Abejero","Embudo",0,"2021-07-10","Nido",160.25000,71,17,0,17,"1",0.443057722308892,0.106084243369735,0.549141965678626,2021
"93","Abejero","Embudo",500,"2021-07-10","E",159.75000,62,16,0,16,"1",0.38810641627543,0.100156494522692,0.488262910798122,2021
"94","Abejero","Embudo",500,"2021-07-10","O",160.75000,79,9,0,9,"1",0.49144634525661,0.0559875583203733,0.547433903576984,2021
"95","Abejero","Embudo",500,"2021-07-10","S",159.25000,101,3,0,3,"1",0.634222919937207,0.0188383045525903,0.653061224489797,2021
"96","Abejero","Embudo",1000,"2021-07-10","N",161.00000,135,14,0,14,"1",0.838509316770185,0.0869565217391303,0.925465838509315,2021
"97","Abejero","Embudo",1000,"2021-07-10","SE",158.83333,162,12,0,12,"1",1.0199370409234,0.075550891920252,1.09548793284365,2021
"98","Abejero","Embudo",1000,"2021-07-10","SO",159.50000,88,1,0,1,"1",0.551724137931034,0.00626959247648902,0.557993730407523,2021
"99","Abejero","Rio Truchas",0,"2021-07-10","Nido",160.25000,68,0,0,0,"1",0.424336973478939,0,0.424336973478939,2021
"100","Abejero","Rio Truchas",500,"2021-07-10","NE",159.75000,73,0,0,0,"1",0.456964006259781,0,0.456964006259781,2021
"101","Abejero","Rio Truchas",500,"2021-07-10","NO",160.75000,81,1,0,1,"1",0.50388802488336,0.00622083981337481,0.510108864696735,2021
"102","Abejero","Rio Truchas",500,"2021-07-10","S",159.25000,91,4,0,4,"1",0.571428571428572,0.0251177394034537,0.596546310832026,2021
"103","Abejero","Rio Truchas",1000,"2021-07-10","N",161.00000,51,34,0,34,"1",0.316770186335403,0.211180124223602,0.527950310559005,2021
"104","Abejero","Rio Truchas",1000,"2021-07-10","SE",158.83333,99,5,0,5,"1",0.623294858342079,0.031479538300105,0.654774396642184,2021
"105","Abejero","Rio Truchas",1000,"2021-07-10","SO",159.50000,77,9,0,9,"1",0.482758620689654,0.0564263322884012,0.539184952978056,2021
"106","Abejero","Tanoira",0,"2021-07-10","Nido",161.83333,40,48,1,49,"1",0.247167868177137,0.302780638516993,0.549948506694131,2021
"107","Abejero","Tanoira",500,"2021-07-10","O",162.08333,30,54,0,54,"1",0.185089974293059,0.333161953727506,0.518251928020565,2021
"108","Abejero","Tanoira",500,"2021-07-10","S",162.28333,58,63,0,63,"1",0.357399609736058,0.388209920920201,0.74560953065626,2021
"109","Abejero","Tanoira",1000,"2021-07-10","SO",162.53333,39,22,1,23,"1",0.239950779327318,0.141509433962264,0.381460213289582,2021
"110","Abejero","Tanoira",1000,"2021-07-10","E",162.90000,65,17,1,18,"1",0.39901780233272,0.110497237569061,0.509515039901781,2021
"111","Abejero","Tanoira",1000,"2021-07-10","NO",161.66667,43,31,2,33,"1",0.265979381443299,0.204123711340206,0.470103092783505,2021
"112","Abejero","Tanoira",1000,"2021-07-10","S",162.75000,26,20,0,20,"1",0.159754224270353,0.122887864823349,0.282642089093702,2021
"113","Azor","CavadaM",0,"2021-07-10","Nido",162.08333,86,13,0,13,"1",0.530591259640102,0.0802056555269922,0.610796915167095,2021
"114","Azor","CavadaM",500,"2021-07-10","NE",162.51667,73,25,0,25,"1",0.44918469900523,0.153830376371654,0.603015075376884,2021
"115","Azor","CavadaM",500,"2021-07-10","NO",163.25000,48,14,0,14,"1",0.294027565084226,0.0857580398162327,0.379785604900459,2021
"116","Azor","CavadaM",500,"2021-07-10","S",161.83333,47,8,0,8,"1",0.290422245108136,0.0494335736354275,0.339855818743564,2021
"117","Azor","CavadaM",1000,"2021-07-10","N",163.50000,52,9,0,9,"1",0.318042813455657,0.055045871559633,0.373088685015291,2021
"118","Azor","CavadaM",1000,"2021-07-10","SE",162.33333,51,12,0,12,"1",0.314168377823409,0.0739219712525668,0.388090349075976,2021
"119","Azor","CavadaM",1000,"2021-07-10","SO",161.41667,59,18,0,18,"1",0.365513680949922,0.1115126484254,0.477026329375322,2021
"120","Azor","CavadaS",0,"2021-07-10","Nido",155.96667,113,22,1,23,"1",0.724513784996795,0.147467407565719,0.871981192562514,2021
"121","Azor","CavadaS",500,"2021-07-10","N",156.66667,58,25,0,25,"1",0.370212765957447,0.159574468085107,0.529787234042554,2021
"122","Azor","CavadaS",500,"2021-07-10","SE",155.55000,39,54,0,54,"1",0.250723240115719,0.347155255544842,0.59787849566056,2021
"123","Azor","CavadaS",500,"2021-07-10","SO",156.30000,62,44,0,44,"1",0.396673064619323,0.281509916826616,0.678182981445938,2021
"124","Azor","CavadaS",1000,"2021-07-10","NE",156.45000,88,24,0,24,"1",0.562480025567273,0.153403643336529,0.715883668903802,2021
"125","Azor","CavadaS",1000,"2021-07-10","NO",156.80000,52,20,0,20,"1",0.331632653061225,0.127551020408163,0.459183673469388,2021
"126","Azor","CavadaS",1000,"2021-07-10","S",155.20000,66,28,0,28,"1",0.425257731958763,0.180412371134021,0.605670103092783,2021
"127","Azor","Nantes",0,"2021-07-10","Nido",164.16667,119,16,0,16,"1",0.724873096446701,0.0974619289340102,0.822335025380711,2021
"128","Azor","Nantes",500,"2021-07-10","NE",164.30000,31,25,0,25,"1",0.188679245283019,0.152160681679854,0.340839926962873,2021
"129","Azor","Nantes",500,"2021-07-10","NO",163.65000,27,34,0,34,"1",0.164986251145738,0.207760464405744,0.372746715551482,2021
"130","Azor","Nantes",500,"2021-07-10","S",164.00000,51,22,0,22,"1",0.310975609756097,0.134146341463414,0.445121951219512,2021
"131","Azor","Nantes",1000,"2021-07-10","N",163.43333,70,35,0,35,"1",0.428309198449928,0.214154599224964,0.642463797674892,2021
"132","Azor","Nantes",1000,"2021-07-10","SE",164.46667,76,12,0,12,"1",0.462099716254559,0.0729631130928252,0.535062829347385,2021
"133","Azor","Nantes",1000,"2021-07-10","SO",163.80000,55,36,0,36,"1",0.335775335775336,0.21978021978022,0.555555555555556,2021
"134","Azor","Pasarin",0,"2021-07-10","Nido",154.33333,69,16,0,16,"1",0.44708423326134,0.103671706263499,0.550755939524839,2021
"135","Azor","Pasarin",500,"2021-07-10","N",154.83333,42,8,0,8,"1",0.271259418729817,0.0516684607104414,0.322927879440259,2021
"136","Azor","Pasarin",500,"2021-07-10","NO",154.50000,67,15,0,15,"1",0.433656957928803,0.0970873786407767,0.530744336569579,2021
"137","Azor","Pasarin",500,"2021-07-10","SO",153.75000,33,11,0,11,"1",0.214634146341463,0.0715447154471545,0.286178861788618,2021
"138","Azor","Pasarin",1000,"2021-07-10","NE",155.08333,17,13,0,13,"1",0.109618484685653,0.0838259000537347,0.193444384739388,2021
"139","Azor","Pasarin",1000,"2021-07-10","NO",153.41667,40,16,0,16,"1",0.260727865290603,0.104291146116241,0.365019011406844,2021
"140","Azor","Pasarin",1000,"2021-07-10","S",154.00000,19,9,0,9,"1",0.123376623376624,0.0584415584415585,0.181818181818182,2021
"141","Abejero","Carballo",0,"2021-07-23","Nido",182.53333,78,16,1,17,"2",0.427319211102995,0.0931336742147553,0.52045288531775,2021
"142","Abejero","Carballo",500,"2021-07-23","NO",183.43333,92,14,3,17,"2",0.501544612029802,0.0926767217881157,0.594221333817918,2021
"143","Abejero","Carballo",500,"2021-07-23","S",182.35000,139,12,5,17,"2",0.762270359199342,0.0932273101179052,0.855497669317247,2021
"144","Abejero","Carballo",500,"2021-07-23","SO",182.76667,92,29,0,29,"2",0.503374065292723,0.158672259711837,0.66204632500456,2021
"145","Abejero","Carballo",1000,"2021-07-23","O",182.98333,96,15,1,16,"2",0.524637945168047,0.0874396575280079,0.612077602696055,2021
"146","Abejero","Carballo",1000,"2021-07-23","SE",182.06667,76,73,1,74,"2",0.417429512998902,0.40644452581472,0.823874038813622,2021
"147","Abejero","Carballo",1000,"2021-07-23","SO",183.65000,80,21,3,24,"2",0.435611216988837,0.130683365096651,0.566294582085488,2021
"148","Abejero","Embudo",0,"2021-07-23","Nido",182.05000,95,29,0,29,"2",0.52183466080747,0.159296896457017,0.681131557264487,2021
"149","Abejero","Embudo",500,"2021-07-23","E",181.48333,83,16,0,16,"2",0.457342272017632,0.0881623656901459,0.545504637707778,2021
"150","Abejero","Embudo",500,"2021-07-23","O",182.25000,73,15,1,16,"2",0.400548696844993,0.0877914951989026,0.488340192043896,2021
"151","Abejero","Embudo",500,"2021-07-23","S",181.30000,101,16,0,16,"2",0.557087699944842,0.0882515168229453,0.645339216767787,2021
"152","Abejero","Embudo",1000,"2021-07-23","N",182.55000,71,9,0,9,"2",0.388934538482608,0.0493015612161053,0.438236099698713,2021
"153","Abejero","Embudo",1000,"2021-07-23","SE",181.10000,156,8,1,9,"2",0.861402540033132,0.0496963003865269,0.911098840419659,2021
"154","Abejero","Embudo",1000,"2021-07-23","SO",181.71667,111,4,0,4,"2",0.610841052921213,0.022012290195359,0.632853343116572,2021
"155","Abejero","Rio Truchas",0,"2021-07-23","Nido",179.60000,67,10,2,12,"2",0.373051224944321,0.0668151447661471,0.439866369710468,2021
"156","Abejero","Rio Truchas",500,"2021-07-23","NE",179.40000,68,8,0,8,"2",0.379041248606466,0.044593088071349,0.423634336677815,2021
"157","Abejero","Rio Truchas",500,"2021-07-23","NO",179.98333,71,15,0,15,"2",0.394480970460227,0.0833410500972311,0.477822020557458,2021
"158","Abejero","Rio Truchas",500,"2021-07-23","S",180.18333,106,16,0,16,"2",0.588289704930164,0.0887984460271945,0.677088150957358,2021
"159","Abejero","Rio Truchas",1000,"2021-07-23","N",179.00000,125,31,0,31,"2",0.698324022346368,0.173184357541899,0.871508379888267,2021
"160","Abejero","Rio Truchas",1000,"2021-07-23","SE",180.68333,114,4,0,4,"2",0.630938105340835,0.0221381791347661,0.653076284475601,2021
"161","Abejero","Rio Truchas",1000,"2021-07-23","SO",180.38333,146,16,0,16,"2",0.809387415688811,0.0886999907604177,0.898087406449229,2021
"162","Abejero","Tanoira",0,"2021-07-23","Nido",184.40000,61,42,0,42,"2",0.330802603036876,0.227765726681128,0.558568329718004,2021
"163","Abejero","Tanoira",500,"2021-07-23","NE",184.11667,56,51,2,53,"2",0.30415497420114,0.287860957726079,0.59201593192722,2021
"164","Abejero","Tanoira",500,"2021-07-23","O",185.96667,67,44,1,45,"2",0.360279620003585,0.241978849256139,0.602258469259725,2021
"165","Abejero","Tanoira",500,"2021-07-23","S",186.18333,53,46,1,47,"2",0.284665652134992,0.252439351893295,0.537105004028287,2021
"166","Abejero","Tanoira",1000,"2021-07-23","E",186.53333,76,48,0,48,"2",0.407433881343818,0.257326661901358,0.664760543245176,2021
