"","bird_year","X","ID","UTM.X.1","UTM.Y.1","Ano","Encontrado","speciesOri","speciesComp","UTC_date","TERRITORY","Year","UTM_X","UTM_Y","Tree","atck_distance","juliano","Naci","dias_desde"
"175","SEIM_2022",570,"SEI.M-22.07.24-VL-1.1",522796.259,4690309.96,2022,"NO","VL","VL","2022-07-24","Seixo",2022,522765,4691090,"A.glutinosa",780.666078858983,204,175,29
"176","SEIM_2022",291,"SEI.M-22.07.16-VL-1",523382,4688476,2022,"SI","VL","VL","2022-07-16","Seixo",2022,522765,4691090,"A.glutinosa",2685.83041162319,196,175,21
"177","SEIM_2022",563,"SEI.M-22.07.14-VL-1",523627.012,4689606.961,2022,"NO","VL","VL","2022-07-14","Seixo",2022,522765,4691090,"A.glutinosa",1715.36274987671,194,175,19
"178","SEIM_2022",297,"SEI.M-22.08.02-VL-1",523156,4689896,2022,"SI","VL","VL","2022-08-02","Seixo",2022,522765,4691090,"A.glutinosa",1256.39046478394,213,175,38
"179","SEIM_2022",571,"SEI.M-22.07.25-VL-1.1",522738.591,4690318.544,2022,"NO","VL","VL","2022-07-25","Seixo",2022,522765,4691090,"A.glutinosa",771.907892962215,205,175,30
"180","TANH_2021",351,"TAN.H_21.07.14_VL_4",517274,4701371,2021,"NO","VL","VL","2021-07-14","Tanoira",2021,517300,4702511,"E.globulus",1140.29645268237,194,169,25
"181","TANH_2021",325,"TAN.H_21.07.11_VL_1",518120,4700882,2021,"NO","VL","VL","2021-07-11","Tanoira",2021,517300,4702511,"E.globulus",1823.74367716519,191,169,22
"182","TANM_2021",352,"TAN.M_21.08.04_VL_1.1",516888,4702595,2021,"NO","VL","VL","2021-08-04","Tanoira",2021,517300,4702511,"E.globulus",420.475920832573,215,169,46
"183","TANM_2021",102,"TAN.M-21.08.22-NS-1.2",516121,4702282,2021,"SI","NS","VL","2021-08-22","Tanoira",2021,517300,4702511,"E.globulus",1201.03372142501,233,169,64
"184","TANM_2021",99,"TAN.M-21.08.25-NP-2",517781,4701099,2021,"SI","NP","VL","2021-08-25","Tanoira",2021,517300,4702511,"E.globulus",1491.67858468237,236,169,67
"185","TANM_2021",4,"TAN.M-21.07.12-VL-1",517624,4705255,2021,"SI","VL","VL","2021-07-12","Tanoira",2021,517300,4702511,"E.globulus",2763.06206951635,192,169,23
"186","TANM_2021",3,"TAN.M-21.07.12-VL-3",518680,4702067,2021,"SI","VL","VL","2021-07-12","Tanoira",2021,517300,4702511,"E.globulus",1449.66754809508,192,169,23
"187","TANM_2021",326,"TAN.M_21.07.11_VL_1",518790,4701628,2021,"NO","VL","VL","2021-07-11","Tanoira",2021,517300,4702511,"E.globulus",1731.98989604443,191,169,22
"188","TANM_2021",8,"TAN.M-21.07.15-VL-1",511420,4704223,2021,"SI","VL","VL","2021-07-15","Tanoira",2021,517300,4702511,"E.globulus",6124.16067718671,195,169,26
"189","TANM_2021",345,"TAN.M_21.07.23_VL_3",515583,4700804,2021,"NO","VL","VL","2021-07-23","Tanoira",2021,517300,4702511,"E.globulus",2421.14394450227,203,169,34
"190","TANM_2021",346,"TAN.M_21.07.21_VL_1",515647,4701491,2021,"NO","VL","VL","2021-07-21","Tanoira",2021,517300,4702511,"E.globulus",1942.37200350499,201,169,32
"191","TANM_2021",348,"TAN.M_21.07.29_VL_1",514425,4703851,2021,"NO","VL","VL","2021-07-29","Tanoira",2021,517300,4702511,"E.globulus",3171.94341059231,209,169,40
"192","TANM_2021",361,"TAN.M_21.07.28_VL_1",517432,4700966,2021,"NO","VL","VL","2021-07-28","Tanoira",2021,517300,4702511,"E.globulus",1550.62858222077,208,169,39
"193","TANM_2021",367,"TAN.M_21.08.07_VL_1.1",518103,4701767,2021,"NO","VL","VL","2021-08-07","Tanoira",2021,517300,4702511,"E.globulus",1094.68945368081,218,169,49
"194","TANM_2021",371,"TAN.M_21.07.24_VL_1.2",512885,4704830,2021,"NO","VL","VL","2021-07-24","Tanoira",2021,517300,4702511,"E.globulus",4986.98165226222,204,169,35
"195","TANM_2021",334,"TAN.M_21.07.31_VL_1",515841,4705788,2021,"NO","VL","VL","2021-07-31","Tanoira",2021,517300,4702511,"E.globulus",3587.11722696652,211,169,42
"196","TANM_2021",360,"TAN.M_21.07.30_VL_1",518568,4702208,2021,"NO","VL","VL","2021-07-30","Tanoira",2021,517300,4702511,"E.globulus",1303.69973536854,210,169,41
"197","TANM_2021",349,"TAN.M_21.07.12_VL_2.1",516510,4699942,2021,"NO","VL","VL","2021-07-12","Tanoira",2021,517300,4702511,"E.globulus",2687.72413018896,192,169,23
"198","TANM_2021",347,"TAN.M_21.07.25_VL_1",514425,4703851,2021,"NO","VL","VL","2021-07-25","Tanoira",2021,517300,4702511,"E.globulus",3171.94341059231,205,169,36
"199","TANM_2021",71,"TAN.M-21.08.15-VL-1",515600,4704688,2021,"SI","VL","VL","2021-08-15","Tanoira",2021,517300,4702511,"E.globulus",2762.12400156112,226,169,57
"200","TANM_2021",370,"TAN.M_21.07.24_VL_1.1",512963,4704854,2021,"NO","VL","VL","2021-07-24","Tanoira",2021,517300,4702511,"E.globulus",4929.42369856761,204,169,35
"201","TANM_2021",329,"TAN.M_21.07.27_VL_1",512291,4704127,2021,"NO","VL","VL","2021-07-27","Tanoira",2021,517300,4702511,"E.globulus",5263.22496194111,207,169,38
"202","TANM_2021",362,"TAN.M_21.07.29_VL_1",514405,4703871,2021,"NO","VL","VL","2021-07-29","Tanoira",2021,517300,4702511,"E.globulus",3198.53482082031,209,169,40
"203","TANM_2022",264,"PIC.M-22.07.02-NS-1",518261,4701117,2022,"SI","NS","VL","2022-07-02","Picon",2022,517900,4700915,"E.globulus",413.672575837461,182,170,12
"204","TANM_2022",265,"PIC.M-22.07.04-NS-1",516774,4698578,2022,"SI","NS","VL","2022-07-04","Picon",2022,517900,4700915,"E.globulus",2594.1173836201,184,170,14
"205","TANM_2022",270,"PIC.M-22.07.22-VL-1",518837,4701448,2022,"SI","VL","VL","2022-07-22","Picon",2022,517900,4700915,"E.globulus",1077.98794056334,202,170,32
"206","TANM_2022",263,"PIC.M-22.06.30-NS-1",517022,4700486,2022,"SI","NS","VL","2022-06-30","Picon",2022,517900,4700915,"E.globulus",977.202640192913,180,170,10
